"ResultId","WordLength","Date","Journal","Risk","Year","Focus","Facts.Causes","Facts.Mitigation","Facts.Populations","Framing.Causes","Framing.Mitigation","Framing.Solutions","Framing.Populations","Sentiment","Threat","Demographics"
"urn:contentItem:5NNY-SP81-JBG3-62DN-00000-00",1060,"2017-06-01 00:00:00+00:00","New York Times","Alzheimer",2017,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5PW2-M401-DXY4-X05F-00000-00",992,"2017-11-03 00:00:00+00:00","New York Times","Alzheimer",2017,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-5","7",""
"urn:contentItem:5RY9-YV51-DXY4-X3GM-00000-00",6115,"2018-03-25 00:00:00+00:00","New York Times","Alzheimer",2018,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5RDT-6SP1-JBG3-633W-00000-00",1287,"2018-01-16 00:00:00+00:00","New York Times","Alzheimer",2018,"Mentions once","Not mentioned and not implied","Other behavior","Age = elderly","Not mentioned and not implied","70","50","Mostly individual","5","3",""
"urn:contentItem:5SBB-H2K1-DYRH-901R-00000-00",3079,"2018-05-15 00:00:00+00:00","Star Tribune","Alzheimer",2018,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0 All sentiments are neutral in nature","1 Not at all threatening",""
"urn:contentItem:5SDG-6WP1-DYRH-92JV-00000-00",3089,"2018-05-22 00:00:00+00:00","Star Tribune","Alzheimer",2018,"Mentions once","['Not mentioned and not implied']","['Not mentioned and not implied']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","5",""
"urn:contentItem:5RN2-NCN1-JCBJ-Y0R4-00000-00",3477,"2018-02-14 00:00:00+00:00","Tampa Bay Times","Alzheimer",2018,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-5","7",""
"urn:contentItem:5VX1-SCF1-DXY4-X1V5-00000-00",1889,"2019-04-17 00:00:00+00:00","New York Times","Alzheimer",2019,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5YG9-CWS1-JCBJ-Y279-00000-00",1729,"2019-12-09 00:00:00+00:00","Tampa Bay Times","Alzheimer",2019,"Mostly","['Genetic']","['Medication', 'Diet', 'Exercise', 'Innovations/Technology']","{'Demographics': {'Chromosomal abnormalities': ""People with Down's syndrome"", 'Age': 'Young-adult to middle-aged adults'}}","20","60","50","Both","-8","9",""
"urn:contentItem:5XN8-4X51-JC8F-K0HD-00000-00",3946,"2019-12-03 00:00:00+00:00","Star Tribune","Alzheimer",2019,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5Y0J-1CT1-DYTG-S429-00000-00",528,"2019-08-22 00:00:00+00:00","Tampa Bay Times","Alzheimer",2019,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5WRX-0PM1-JBG3-6461-00000-00",1102,"2019-08-06 00:00:00+00:00","New York Times","Alzheimer",2019,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:60TW-MSY1-DXY4-X000-00000-00",91,"2020-09-13 00:00:00+00:00","New York Times","Alzheimer",2020,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Gender = female","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-7","8",""
"urn:contentItem:60JK-TG71-JC8N-K1P1-00000-00",776,"2020-08-10 00:00:00+00:00","USA Today","Alzheimer",2020,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-1","1",""
"urn:contentItem:5YBS-FWH1-JBG3-62F3-00000-00",944,"2020-03-04 00:00:00+00:00","New York Times","Alzheimer",2020,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:60BT-G8G1-JC8F-K02B-00000-00",1642,"2020-07-13 00:00:00+00:00","Star Tribune","Alzheimer",2020,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:5Y33-52V1-JBG3-63MN-00000-00",382,"2020-01-28 00:00:00+00:00","New York Times","Alzheimer",2020,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:3VKG-5090-009B-P373-00000-00",306,"1999-01-16 00:00:00+00:00","Star Tribune","CRD",1999,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:3X8M-KD80-00RP-K3JS-00000-00",1298,"1999-08-28 00:00:00+00:00","New York Times","CRD",1999,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:3WXP-VK20-000W-64KY-00000-00",902,"1999-07-11 00:00:00+00:00","Tampa Bay Times","CRD",1999,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:3XKC-4K50-00RP-K3SN-00000-00",1128,"1999-10-08 00:00:00+00:00","New York Times","CRD",1999,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0","1",""
"urn:contentItem:3Y5K-5W60-00RP-K42R-00000-00",752,"1999-12-23 00:00:00+00:00","New York Times","CRD",1999,"Slightly","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","-2","8",""
"urn:contentItem:3YK6-H820-000W-6405-00000-00",215,"2000-02-14 00:00:00+00:00","Tampa Bay Times","CRD",2000,"Mentions once","Not mentioned and not implied","Other behavior, Community solutions","Not mentioned and not implied","Not mentioned and not implied","20","40","Mostly collective","5","2",""
"urn:contentItem:41HT-1W80-000W-6370-00000-00",543,"2000-10-28 00:00:00+00:00","Tampa Bay Times","CRD",2000,"Mentions once","Not mentioned and not implied","Medication","Age = middle-aged","Not mentioned and not implied","90","Not mentioned and not implied","Mostly individual","10","1",""
"urn:contentItem:41WH-1J80-00MH-F23R-00000-00",293,"2000-12-13 00:00:00+00:00","New York Times","CRD",2000,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","5",""
"urn:contentItem:3YM6-0FW0-00MH-F4N1-00000-00",348,"2000-02-20 00:00:00+00:00","New York Times","CRD",2000,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:417C-F1C0-00MH-F460-00000-00",1004,"2000-09-19 00:00:00+00:00","New York Times","CRD",2000,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:443W-6DT0-010G-153T-00000-00",1089,"2001-09-30 00:00:00+00:00","Tampa Bay Times","CRD",2001,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:4481-YWF0-0109-T110-00000-00",392,"2001-10-21 00:00:00+00:00","New York Times","CRD",2001,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4464-13J0-0109-T280-00000-00",3083,"2001-10-12 00:00:00+00:00","New York Times","CRD",2001,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0","1",""
"urn:contentItem:43RH-NR70-0109-T4BS-00000-00",1797,"2001-08-14 00:00:00+00:00","New York Times","CRD",2001,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:43R0-NBK0-010G-14CN-00000-00",647,"2001-08-11 00:00:00+00:00","Tampa Bay Times","CRD",2001,"Slightly","Environmental","Community solutions","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0","4",""
"urn:contentItem:45GW-V740-010G-11P0-00000-00",476,"2002-04-02 00:00:00+00:00","Tampa Bay Times","CRD",2002,"Mentions once","['Environmental']","['Not mentioned and not implied']","['Age = very young, Age = very old, Health = immune-compromised']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","-5","5",""
"urn:contentItem:471F-6570-01CN-H52D-00000-00",1437,"2002-10-19 00:00:00+00:00","New York Times","CRD",2002,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","1",""
"urn:contentItem:461G-V5M0-01CN-H0JM-00000-00",733,"2002-06-10 00:00:00+00:00","New York Times","CRD",2002,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:46R4-NXH0-01CN-H3Y6-00000-00",1324,"2002-09-10 00:00:00+00:00","New York Times","CRD",2002,"Mostly","['Environmental']","['Medication', 'Other behavior', 'Innovations/Technology']","['Occupation = firefighters', 'Occupation = emergency medical workers']","20","50","70","Mostly collective","-8","9",""
"urn:contentItem:457M-W120-010G-13G3-00000-00",444,"2002-02-27 00:00:00+00:00","Tampa Bay Times","CRD",2002,"Mentions once","Environmental","Community solutions","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","4",""
"urn:contentItem:48RP-VD00-01DF-Y41S-00000-00",508,"2003-06-02 00:00:00+00:00","Tampa Bay Times","CRD",2003,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:489P-8990-01KN-2432-00000-00",82,"2003-04-07 00:00:00+00:00","New York Times","CRD",2003,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0 (Neutral)","3",""
"urn:contentItem:47YB-7BF0-00J2-33TF-00000-00",1431,"2003-02-16 00:00:00+00:00","Star Tribune","CRD",2003,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
